id,en,es,pt,pt_BR,fr,it,ca,de,ar,hi,zh_CN,ru,he,sv,da,
title,title,título,título,título,Titre,titolo,títol,Titel,عنوان,शीर्षक,标题,заглавие,כותרת,titel,titel,
toggle,toggle,conmutar,alternar,alternar,basculer,,commutar,An-/Ausschalten,تبديل,टॉगल,切换,тумблер,Toggle,toggle,toggle,
token,token,token,token,token,jeton,token,token,,رمز مميز,टोकन,代币,знак,אסימון,tecken,polet,
tool,tool,herramienta,ferramenta,ferramenta,outil,strumento,eina,Werkzeug,أداة,साधन,工具,инструмент,כלי,verktyg,værktøj,
toolbar,tool bar,barra de herramientas,barra de ferramentas,barra de ferramentas,barre d'outils,barra degli strumenti,barra d'eines,Werkzeugleiste,شريط الأدوات,उपकरण पट्टी,工具栏,панель инструментов,סרגל כלים,verktygsfält,værktøjslinje,
toolbox,tool box,caja de herramientas,caixa de ferramentas,caixa de ferramentas,boîte à outils,pannello strumenti,caixa d'eines,Werkzeugkasten,صندوق أدوات,टूलबॉक्स,工具箱,ящик для инструментов,ארגז כלים,verktygslåda,værktøjskasse,
topic,topic,tema,assunto,assunto,sujet,argomento,tema,Thema,موضوع,विषय,话题,тема,נושא,ämne,emne,
trace,trace,trazar,rastrear,rastrear,trace,impronta,traçar,Spur,تتبع,निशान,跟踪,след,עקבות,spår,spor,
track,track,pista,pista,pista,Piste,traccia,pista,Gleis,مسار,धावन पथ,跟踪,трек,מסלול,Spår,spore,
traffic,traffic,tráfico,tráfego,tráfego,trafic,traffico,trànsit,Verkehr,حركة المرور -الضغط على الشبكة,यातायात,交通,движение,תנועה,trafik,Trafik,
transfer,transfer,transferencia,transferir,transferir,transfert,trasferimento,transferència,Übertragen,نقل - تحويل,स्थानांतरण,传递,перечислить,העברה,överföra,overførsel,
transform,transform,transformar,transformar,transformar,transformer,trasforma,transformar,transformieren,حوِّل,परिवर्तन,转变,преобразование,שינוי צורה,omvandla,omdanne,
transformation,transformation,transformación,transformação,transformação,transformation,trasformazione,transformació,Transformation,تحويل,परिवर्तन,转型,преобразование,טרנספורמציה,omvandling,transformation,
trap,trap,interceptor,armadilha,armadilha,piège,trappola,interceptor,Falle,مصيدة,जाल,陷阱,ловушка,מלכודת,fälla,fælde,
trash,trash,papelera,lixo,lixo,poubelle,cestino,paperera,Mülleimer,سلة المهملات,कचरा,垃圾,мусор,אשפה,skräp,affald,
trigger,trigger,iniciar,gatilho,gatilho,déclencheur,trigger,iniciar,Auslöser,مشغل,ट्रिगर,触发,спусковой крючок,הדק,avtryckare,udløser,
troubleshoot,trouble shoot,resolución de problemas,solucionar problemas,solucionar problemas,dépanner,risolvere i problemi,resolució de problemes,Fehler suchen,استكشاف الأخطاء وإصلاحها,समस्याओं का निवारण,解决,устранение,לפתור,felsöka,fejlfinding,
tune,tune,configurar,ajustar,ajustar,régler,sintonizzare,configurar,abstimmen,موالفة,तराना,调,мелодия,מנגינה,ställa in,tune,
tweak,tweak,tweak,puxão,puxão,tordre,pizzicare,pessigar,optimieren,طوِّع - تطويع,tweak,拧,щипать,לצבוט,justera,nappe,
typenoun,type (noun),tipo,tipo (substantivo),tipo (substantivo),typenoun,tipo,tipus,Typ,نوع,typenoun,typenoun,typenoun,typenoun,typenoun,typenoun,
typeverb,type (verb),escribir,digitar (verbo),digitar (verbo),typeverb,tipizzare,escriure,tippen,طباعة - إطبع,typeverb,typeverb,typeverb,typeverb,typeverb,typeverb,
typeface,type face,estilo de letras,tipo de letra,tipo de letra,caractères,carattere tipografico,estil de lletres,Schriftart,نوع الخط,टाइपफेस,字体,гарнитура,גופן,typsnitt,skrifttype,
unavailable,unavailable,no está disponible,indisponível,indisponível,indisponible,non disponibile,no està disponible,nicht verfügbar,غير متوفر,अनुपलब्ध,不可用,недоступен,אינו זמין,inte tillgänglig,utilgængelig,
undelete,undelete,no borrar,recuperar,recuperar,Undelete,annulla la cancellazione,no esborrar,wiederherstellen,تراجع عن الحذف,हटाना रद्द,取消删除,восстановить,מחיקתו,återställa,genopretter,
underline,under line,subrayar,sublinhado,sublinhado,souligner,sottolineare,subratllar,unterstreichen,تسطير,रेखांकित करना,强调,подчеркивание,תחתון,Understrykning,understrege,
undo,undo,deshacer,desfazer,desfazer,annuler,annulla,desfer,rückgängig machen,تراجع,पूर्ववत,解开,расстегивать,לבטל,ångra,fortryde,
uninstall,uninstall,desinstalar,desinstalar,desinstalar,désinstallation,disinstalla,desinstal·lar,deinstallieren,إلغاء التثبيت,स्थापना रद्द करें,卸载,деинсталляция,הסרה,avinstallera,afinstallere,
unit,unit,unidad,unidade,unidade,unité,unità,unitat,Einheit,وحدة,इकाई,单元,единица измерения,יחידה,enhet,enhed,
unknown,unknown,desconocido,desconhecido,desconhecido,inconnu,sconosciuto,desconegut,unbekannt,مجهول,अनजान,未知,неизвестный,לא ידוע,okänd,ukendt,
unload,unload,descargar,descarregar,descarregar,décharger,scaricare,descarregar,Entladen,أفرِغ - إلغ التحميل,उतारना,卸下,разгружать,לפרוק,lasta av,losse,
unspecified,unspecified,no especificado,indeterminado,indeterminado,non spécifié,non specificato,no especificat,unbestimmt,غير محدد,अनिर्दिष्ट,不确定,неопределенные,לא צוין,ospecificerad,uspecificeret,
unsubscribe,unsubscribe,no suscribirse,cancelar assinatura,cancelar assinatura,Se désabonner,annulla sottoscrizione,no subscriure,abmelden,إالغاء الاشتراك,सदस्यता समाप्त,退订,отказаться от подписки,לבטל את המנוי,säga upp,opsige abonnement,
unsupported,unsupported,no soportado,não suportado,não suportado,non pris en charge,non supportato,no suportat,nicht unterstützt,غير مدعوم,असमर्थित,不支持,не поддерживается,אינו נתמך,utan stöd,ikke-understøttet,
update,update,actualizar,atualizar,atualizar,mettre à jour,aggiorna,actualitzar,aktualisieren,تحديث,अद्यतन करें,更新,Обновить,עדכון,uppdatering,opdatering,
upgrade,upgrade,mejorar,atualização,atualização,améliorer,aggiornamento,millorar,aktualisieren,ترقية,उन्नयन,升级,Обновить,שדרוג,uppgradering,opgradering,
upload,upload,subir,carregar,carregar,télécharger,invia,pujar,Hochladen,إرفع,अपलोड,上载,загружать,להעלות,ladda upp,upload,
uppercase,upper case,mayúscula,maiúsculas,maiúsculas,majuscule,maiuscolo,majúscula,Großbuchstaben,أحرف كبيرة,अपरकेस,大写,верхний регистр,רישיות,versal,store bogstaver,
usage,usage,uso,uso,uso,usage,utilizzo,ús,Benutzung,استخدام,प्रयोग,用法,использование,שימוש,användande,forbrug,
user,user,usuario,usuário,usuário,utilisateur,utente,usuari,Benutzer,مستخدم,उपयोगकर्ता,用户,пользователь,המשתמש,användare,bruger,
username,user name,nombre de usuario,nome de usuário,nome de usuário,Nom d'utilisateur,nome utente,nom d'usuari,Benutzername,اسم مستخدم,उपयोगकर्ता नाम,用户名,имя пользователя,שם משתמש,Användarnamn,brugernavn,
utility,utility,utilidad,utilitário,utilitário,utilitaire,strumenti,utilitat,Hilfsprogramm,وسيلة,उपयोगिता,效用,полезность,שירות,verktyg,nytte,
valid,valid,válido,válido,válido,valide,valido,vàlid,gültig,صالح - ساري المفعول,वैध,有效,действительный,תקף,giltig,gyldig,
validation,validation,validación,validação,validação,validation,validazione,validació,Überprüfung,مصادقة,मान्यता,验证,Проверка,אימות,godkännande,validering,
validity,validity,validez,validade,validade,validité,validità,validesa,Gültigkeit,صحة - صلاحية,वैधता,合法性,период действия,תוקפו,giltighet,gyldighed,
value,value,valor,valor,valor,valeur,valore,valor,Wert,قيمة,मूल्य,值,значение,ערך,värde,værdi,
variable,variable,variable,variável,variável,variable,variabile,variable,Variable,متغير,परिवर्तनशील,变量,переменная,משתנה,variabel,variabel,
vector,vector,vector,vetor,vetor,vecteur,vettore,vector,Vektor,متجه,वेक्टर,向量,вектор,וקטור,vektor,vektor,
verbose,verbose,verboso,detalhado,detalhado,verbeux,dettagliato,verbós,ausführlich,مسهب - عرض تفصيلي,वाचाल,详细,подробный,מִלוּלִי,mångordig,ordrig,
verify,verify,verificar,verificar,verificar,Vérifier,verifica,verificar,überprüfen,تأكد,सत्यापित करें,校验,проверить,לוודא,kontrollera,verificere,
version,version,versión,versão,versão,version,versione,versió,Version,إصدار,संस्करण,版,версия,גרסה,version,version,
video,video,vídeo,vídeo,vídeo,vidéo,video,vídeo,Video,فيديو,वीडियो,视频,видео,וידאו,video-,video,
view,view,ver,exibir,exibir,vue,visualizza,veure,Ansicht,اعرض,राय,视图,Посмотреть,נוף,se,udsigt,
viewer,viewer,visor,visualizador,visualizador,téléspectateur,visualizzatore,visor,Betrachter,عارض,दर्शक,观众,зритель,הצופה,visare,seeren,
virtual,virtual,virtual,virtual,virtual,virtuel,virtuale,virtual,virtuell,افتراضي,वास्तविक,虚拟,виртуальный,וירטואלי,virtuell,virtuel,
virus,virus,virus,vírus,vírus,virus,virus,virus,Virus,فيروس,वाइरस,病毒,вирус,וירוס,virus,virus,
visual,visual,visual,visual,visual,visuel,visuale,visual,visuell,مرئي,दृश्य,视觉,визуальный,חזותי,visuell,visuel,
volume,volume,volumen,volume,volume,le volume,volume,volum,Lautstärke,حجم,आयतन,体积,объем,כרך,volym,bind,
wallpaper,wallpaper,papel tapiz,papel de parede,papel de parede,fond d'écran,sfondo,fons de pantalla,Hintergrundbild,خلفية الشاشة,वॉलपेपर,墙纸,обои на стену,טפט,tapet,tapet,
warn,warn,advertir,avisar,avisar,prévenir,avviso,advertir,warnen,حذِّر,चेतावनी देना,警告,предупреждать,להזהיר,varna,advare,
web,web,web,Web,Web,toile,web,web,Web,شبكة,वेब,卷筒纸,Web,אינטרנט,webb,web,
webcam,web cam,webcam,webcam,webcam,webcam,webcam,webcam,Webcam,كاميرا إنترنت,वेबकैम,摄像头,вебкамера,מצלמת אינטרנט,webbkamera,webcam,
webmaster,web master,webmaster,webmaster,webmaster,webmaster,webmaster,webmaster,Webmaster,مسئول الموقع,वेबमास्टर,网站管理员,веб-мастер,מנהל אתר,webmaster,webmaster,
webpage,web page,página web,site,site,page Web,pagina web,pàgina web,Webseite,صفحة إنترنت,वेब पृष्ठ,网页,страница интернета,עמוד אינטרנט,webbsida,hjemmeside,
wifi,wi fi,wifi,Wi-Fi,Wi-Fi,Wifi,WiFi,wifi,WLAN,شبكة انترنت لاسلكية,वाई - फाई,无线上网,Wi-Fi,וויי - פיי,wiFi,trådløst internet,
widget,widget,widget,widget,widget,un widget,widget,giny,Widget,عنصر واجهة المستخدم,विजेट,小部件,виджет,יישומון,widget,widget,
width,width,ancho,largura,largura,largeur,larghezza,ample,Breite,عرض,चौड़ाई,宽度,ширина,רוחב,bredd,bredde,
wildcard,wild card,comodín,curinga,curinga,caractère générique,,comodí,Platzhalter,بديل,वाइल्डकार्ड,通配符,подстановочные,כללי,wildcard,wildcard,
window,window,ventana,janela,janela,la fenêtre,finestra,finestra,Fenster,نافذة,खिड़की,窗口,окно,חלון,fönster,vindue,
wizard,wizard,asistente,assistente,assistente,assistant,procedura guidata,assistent,Assistent,معالج,जादूगर,巫师,волшебник,אשף,trollkarl,guiden,
wordprocessor,word processor,procesador de texto,processador de texto,processador de texto,traitement de texte,elaboratore di testi,processador de text,Textverarbeitungsprogramm,معالج كلمات,शब्द संसाधक,文字处理器,текстовый редактор,תמלילן,ordbehandlare,tekstbehandlingsprogram,
world,world,mundo,mundo,,,,,,,,,,,,,
workaround,work around,arreglo,contorno,contorno,solution de contournement,,arranjament,Hilfskonstruktion,حل مؤقت,वैकल्पिक हल,解决方法,обходной путь,מעקף,jobba runt,workaround,
workgroup,work group,grupo de trabajo,grupo de trabalho,grupo de trabalho,groupe de travail,gruppo di lavoro,grup de treball,Arbeitsgruppe,مجموعة عمل,कार्यसमूह,工作组,рабочая группа,קבוצת עבודה,arbetsgrupp,arbejdsgruppe,
workstation,work station,estación de trabajo,estação de trabalho,estação de trabalho,station de travail,workstation,estació de treball,Arbeitsstation,وحدة عمل,कार्य केंद्र,工作站,рабочая станция,עמדת עבודה,arbetsstation,arbejdsstation,
wrap,wrap,ajuste,embrulho,embrulho,emballer,avvolgere,ajust,umbrechen,التفاف,लपेट,包裹,заворачивать,לעטוף,slå in,wrap,
yes,yes,sí,sim,sim,oui,sì,si,ja,نعم,हाँ,是,да,כן,ja,Ja,
zone,zone,zona,zona,zona,zone,zona,zona,Zone,منطقة,क्षेत्र,区,зона,אזור,zon,zone,
zoom,zoom,zoom,zoom,zoom,grossissement,ingrandimento,zoom,Vergrößerung,تكبير,ज़ूम,放大,зум,זום,zoom,zoom,
